feature,importance,cohort,model
dabotype,4.22078143190182e-4,CHD,AORSF
drpr,4.2033294073316323e-4,CHD,AORSF
lsdopa,4.190031099574437e-4,CHD,AORSF
lcrp_r,4.15249755393035e-4,CHD,AORSF
lsbram,4.1207892405666747e-4,CHD,AORSF
txpbnp_r,4.116543480697281e-4,CHD,AORSF
txbnp,4.115756079752916e-4,CHD,AORSF
hxvfib,4.104808190311569e-4,CHD,AORSF
hxtrach,4.0953147553743645e-4,CHD,AORSF
donspac,4.094638455074834e-4,CHD,AORSF
don_nsyn,4.0640032193449573e-4,CHD,AORSF
lsbrp,4.058760140216522e-4,CHD,AORSF
don_t4,4.050644805027509e-4,CHD,AORSF
chd_ar,4.0453548127257266e-4,CHD,AORSF
txbram,4.030648459270949e-4,CHD,AORSF
ltxtrach,3.9930808285745876e-4,CHD,AORSF
egfr_tx,3.9923525787398444e-4,CHD,AORSF
lchol_r,3.9486245762388063e-4,CHD,AORSF
fracshor,3.9016067907794456e-4,CHD,AORSF
slivino,3.8881169096681493e-4,CHD,AORSF
hlatxpre,3.8866182748412847e-4,CHD,AORSF
lspbnp_r,3.871536922129862e-4,CHD,AORSF
txhemagt,3.861242776221396e-4,CHD,AORSF
slecmo,3.857054603330548e-4,CHD,AORSF
lspge,3.8541988806890175e-4,CHD,AORSF
txcrp_r,3.8506114587319977e-4,CHD,AORSF
chd_patrd,3.8397375234772374e-4,CHD,AORSF
tdsacl2,3.839561183381312e-4,CHD,AORSF
dtime,3.804816147810948e-4,CHD,AORSF
lldl_r,3.7837251569242163e-4,CHD,AORSF
dptxecho,3.770536802807778e-4,CHD,AORSF
slicu,3.76952619780936e-4,CHD,AORSF
slhosp,3.7556344512723166e-4,CHD,AORSF
txpalb_r,3.7428531569465675e-4,CHD,AORSF
slddpsc,3.738477012351706e-4,CHD,AORSF
lssild,3.7228786009936544e-4,CHD,AORSF
chd_triat,3.7204448888616254e-4,CHD,AORSF
dhcab,3.676758949375949e-4,CHD,AORSF
lpacebiv,3.655346825117458e-4,CHD,AORSF
egfr_change,3.642850220308631e-4,CHD,AORSF
txtp_r,3.6415362235477566e-4,CHD,AORSF
chd_pa,3.6212133275692973e-4,CHD,AORSF
chd_tga,3.5907987876576523e-4,CHD,AORSF
durcarst,3.569427089901447e-4,CHD,AORSF
lsttperf,3.554429183366429e-4,CHD,AORSF
hxprenat,3.5481584095857087e-4,CHD,AORSF
txbrp,3.54278475018658e-4,CHD,AORSF
lsnox,3.5376406344778843e-4,CHD,AORSF
dhiv,3.5375314564764515e-4,CHD,AORSF
lsbci,3.5318004208901503e-4,CHD,AORSF
hxsyn,3.5290232143249346e-4,CHD,AORSF
hxarryth,3.514405133192835e-4,CHD,AORSF
slvad,3.513807937491593e-4,CHD,AORSF
lsast,3.491110450042712e-4,CHD,AORSF
neuroth,3.483457884411082e-4,CHD,AORSF
chd_ctga,3.451009067278192e-4,CHD,AORSF
lbnp,3.448817090019484e-4,CHD,AORSF
txicu,3.4403063050291187e-4,CHD,AORSF
chd_hrh,3.426959249366563e-4,CHD,AORSF
chd_avsep,3.4260060149977103e-4,CHD,AORSF
tdsacl1,3.3484480706687003e-4,CHD,AORSF
lcmvpcr,3.346952650894042e-4,CHD,AORSF
txbco,3.3427613017038765e-4,CHD,AORSF
lssvcsat,3.3195582199992086e-4,CHD,AORSF
hxpb,3.315721112854997e-4,CHD,AORSF
hxiso,3.310725106437623e-4,CHD,AORSF
chd_ahih,3.286384932087832e-4,CHD,AORSF
hxresp,3.2857240090145663e-4,CHD,AORSF
dmhhyten,3.2822070706782557e-4,CHD,AORSF
lsbco,3.281333244906171e-4,CHD,AORSF
lsalt,3.2446004679636766e-4,CHD,AORSF
dtoxo,3.244585172761331e-4,CHD,AORSF
debv,3.2402639812442356e-4,CHD,AORSF
lebvpcr,3.232639520933198e-4,CHD,AORSF
lhdl_r,3.2222629036680027e-4,CHD,AORSF
lsfpres,3.2059314597056955e-4,CHD,AORSF
hgbvalue,3.1713046569870924e-4,CHD,AORSF
tdsacomp,3.167628282668053e-4,CHD,AORSF
don_mil,3.122029508321796e-4,CHD,AORSF
rdobdose,3.113418171522287e-4,CHD,AORSF
txfontp,3.112551952703676e-4,CHD,AORSF
lspalb_r,3.0982666657323966e-4,CHD,AORSF
hxfail,3.081348113114881e-4,CHD,AORSF
lshpo2,3.06773255477787e-4,CHD,AORSF
don_levo,3.063104491748277e-4,CHD,AORSF
txhdl_r,3.043360113179666e-4,CHD,AORSF
txdcd,3.0243224382464385e-4,CHD,AORSF
hxfonlvr_bin,3.014211880647867e-4,CHD,AORSF
chd_tof,3.0113893573910247e-4,CHD,AORSF
techunk,3.005400429724408e-4,CHD,AORSF
dmhinf,3.000727759372246e-4,CHD,AORSF
ttndr,2.9488489172487637e-4,CHD,AORSF
chd_vsd,2.940370910873702e-4,CHD,AORSF
prm_list,2.939557949403908e-4,CHD,AORSF
chd_mstn,2.937017873117718e-4,CHD,AORSF
txo2,2.924917721683255e-4,CHD,AORSF
chd_dilv,2.901048713898872e-4,CHD,AORSF
lsldpt,2.866444976197358e-4,CHD,AORSF
hxotresp,2.8655931274636833e-4,CHD,AORSF
egfr_listing_cat,2.8644571350325575e-4,CHD,AORSF
hxcva,2.8313560046319843e-4,CHD,AORSF
txepine,2.8129337668284004e-4,CHD,AORSF
lschool,2.793847930841262e-4,CHD,AORSF
lsbpcw,2.7786974799092287e-4,CHD,AORSF
hxcpr,2.7445930543752825e-4,CHD,AORSF
lvldl_r,2.7171904649202303e-4,CHD,AORSF
hxisoth,2.711222989141627e-4,CHD,AORSF
txphneo,2.684876822996947e-4,CHD,AORSF
hxturner,2.663664523368153e-4,CHD,AORSF
lpace,2.655650639958644e-4,CHD,AORSF
hbsag,2.653381632962594e-4,CHD,AORSF
toxo,2.6471445362643425e-4,CHD,AORSF
hxrespun,2.6359292238505445e-4,CHD,AORSF
tdsa,2.6116444872258343e-4,CHD,AORSF
dptxangi,2.5726734099953036e-4,CHD,AORSF
hbcab,2.558706957857318e-4,CHD,AORSF
hxaicd,2.5360215477935417e-4,CHD,AORSF
lsmshemo,2.5334991150110424e-4,CHD,AORSF
hxplyspl,2.523904689333299e-4,CHD,AORSF
chd_bivc,2.5212723545548675e-4,CHD,AORSF
dhxunk,2.497806527580922e-4,CHD,AORSF
hxchb,2.481092006073042e-4,CHD,AORSF
hxaf_fl,2.4018406311009658e-4,CHD,AORSF
don_dob,2.3906806435831284e-4,CHD,AORSF
hxtrans,2.3807860096321172e-4,CHD,AORSF
hemdilut,2.3701243628679867e-4,CHD,AORSF
txldl_r,2.3652387582890963e-4,CHD,AORSF
txno2,2.354511413252347e-4,CHD,AORSF
lsbpam,2.3485028623145297e-4,CHD,AORSF
primels,2.3472956879347064e-4,CHD,AORSF
lsbili_d_r,2.3326216573094915e-4,CHD,AORSF
chd_ma,2.2902460704302778e-4,CHD,AORSF
txbci,2.2744776165767604e-4,CHD,AORSF
chd_ps,2.2689911272376847e-4,CHD,AORSF
chd_aspl,2.2618694888591702e-4,CHD,AORSF
slvent,2.2491585584321562e-4,CHD,AORSF
hxdigorg,2.2449858365507165e-4,CHD,AORSF
txvldl_r,2.2211513832632375e-4,CHD,AORSF
dcircod,2.1671339082855308e-4,CHD,AORSF
hxmet,2.1608575448140203e-4,CHD,AORSF
status_txpl,2.1594538250093698e-4,CHD,AORSF
atrskshs,2.1358173189468279e-4,CHD,AORSF
lspcmt,2.1334561123664912e-4,CHD,AORSF
aaschool,2.1236416953796143e-4,CHD,AORSF
chd_unk,2.0897331108673205e-4,CHD,AORSF
chd_tr,2.065911844090913e-4,CHD,AORSF
hxfonlvr,2.0647214484954764e-4,CHD,AORSF
chd_tapvr,2.0383949752345834e-4,CHD,AORSF
trireg,2.0200544125927847e-4,CHD,AORSF
chd_mr,2.008034913705243e-4,CHD,AORSF
txvasopr,1.9307381924974878e-4,CHD,AORSF
hxdysdia,1.916783231961759e-4,CHD,AORSF
hxisousp,1.8960540880886935e-4,CHD,AORSF
lsvaso,1.856662734348156e-4,CHD,AORSF
dmhdiab,1.8325841845663582e-4,CHD,AORSF
hxhep,1.8268660166311591e-4,CHD,AORSF
dmhothr,1.7256328087759238e-4,CHD,AORSF
hxpuldis,1.720676844794402e-4,CHD,AORSF
chd_ebst,1.7011488417883192e-4,CHD,AORSF
incarctn,1.6911327572260052e-4,CHD,AORSF
chd_aa,1.6766982334152886e-4,CHD,AORSF
ttmaxvo2,1.6522611115125186e-4,CHD,AORSF
txpge,1.6401127994953844e-4,CHD,AORSF
chd_anom,1.6127340582340212e-4,CHD,AORSF
chd_shone,1.6108848820819779e-4,CHD,AORSF
hxdiab,1.6083997692116476e-4,CHD,AORSF
riskothr,1.5986468729150513e-4,CHD,AORSF
hxsyn_u,1.5923090007437986e-4,CHD,AORSF
lsfcpra,1.5832718000297841e-4,CHD,AORSF
hxasplen,1.5543758556083652e-4,CHD,AORSF
hiv,1.4434904844911388e-4,CHD,AORSF
injdrugs,1.440712483524807e-4,CHD,AORSF
atrskhst,1.4345969253882105e-4,CHD,AORSF
chd_pspl,1.397182481223257e-4,CHD,AORSF
hcab,1.3875996583826442e-4,CHD,AORSF
pcage,1.3365550167607085e-4,CHD,AORSF
chd_papvr,1.3211189561502338e-4,CHD,AORSF
dwma,1.2369802090304716e-4,CHD,AORSF
mitreg,1.2182111498780575e-4,CHD,AORSF
cancpro,1.2108127809621419e-4,CHD,AORSF
txdopa,1.2096487956695287e-4,CHD,AORSF
chd_hb,1.1822492592026995e-4,CHD,AORSF
drisk,1.1606373738195998e-4,CHD,AORSF
fwma,1.083903979824951e-4,CHD,AORSF
chd_iivc,1.0708356902375686e-4,CHD,AORSF
txdobut,1.0523410496112454e-4,CHD,AORSF
chd_tart,1.0305844701060232e-4,CHD,AORSF
hxdowns,1.0178642469096976e-4,CHD,AORSF
lsdobut,1.0016049458964179e-4,CHD,AORSF
hiscanc,9.723872800768223e-5,CHD,AORSF
lshnes,9.345259383653127e-5,CHD,AORSF
chd_avd,8.821614112044112e-5,CHD,AORSF
lsphen,8.534346142987592e-5,CHD,AORSF
abseptmo,8.49783318388229e-5,CHD,AORSF
lsunkn,7.991071376766646e-5,CHD,AORSF
hxwillim,7.417196905053482e-5,CHD,AORSF
rpr,5.822740821216717e-5,CHD,AORSF
dhxinsul,5.304557348043036e-5,CHD,AORSF
hxmit,4.1445005360830825e-5,CHD,AORSF
txnorepi,4.073670540781719e-5,CHD,AORSF
chd_mart,3.570739176642376e-5,CHD,AORSF
hxpermyo,2.9864882402586334e-5,CHD,AORSF
hxinsul,9.261869029859038e-6,CHD,AORSF
hxmitty,2.2836941033839894e-6,CHD,AORSF
