feature,importance,cohort,model
txdobut,0.020479128742939393,Myocardio,RSF
fwma,0.016612198928629467,Myocardio,RSF
hxpermyo,0.015219623445621697,Myocardio,RSF
hcab,0.010028718319799472,Myocardio,RSF
tdsacomp,8.569062599359749e-4,Myocardio,RSF
trireg,6.879245422356825e-4,Myocardio,RSF
anxinj,5.471784194309078e-4,Myocardio,RSF
txsilden,5.27660329018012e-4,Myocardio,RSF
lsnitro,4.967117470365541e-4,Myocardio,RSF
hxsolorg,3.5712812921102037e-4,Myocardio,RSF
riskunk,3.013154104450866e-4,Myocardio,RSF
hxrespun,2.928590021190669e-4,Myocardio,RSF
efindunk,2.726659827164094e-4,Myocardio,RSF
injdrugs,2.5708754896942924e-4,Myocardio,RSF
hxspbmt,2.5465727652959386e-4,Myocardio,RSF
hiv,2.236024844720497e-4,Myocardio,RSF
txnitro,2.1052631578947372e-4,Myocardio,RSF
txphneo,1.8409428041353952e-4,Myocardio,RSF
lspge,1.6200296676391476e-4,Myocardio,RSF
lsphen,1.4264685597898294e-4,Myocardio,RSF
hxspcrad,1.385640646055102e-4,Myocardio,RSF
hgbvalue,1.3488519158204098e-4,Myocardio,RSF
hxinsul,1.1536448283326832e-4,Myocardio,RSF
ptlt18,1e-4,Myocardio,RSF
hxtrach,9.797958971132715e-5,Myocardio,RSF
txpge,8.757620367913166e-5,Myocardio,RSF
hxple,8e-5,Myocardio,RSF
hxcrd,7.87295821622217e-5,Myocardio,RSF
txnorepi,4.723685364430415e-5,Myocardio,RSF
lsunkn,0,Myocardio,RSF
hxpb,0,Myocardio,RSF
hxmarfns,0,Myocardio,RSF
hxheptyc,0,Myocardio,RSF
permunk,0,Myocardio,RSF
hxleoprd,0,Myocardio,RSF
hxdigorg,0,Myocardio,RSF
hxdowns,0,Myocardio,RSF
hxturner,0,Myocardio,RSF
hxwillim,0,Myocardio,RSF
hxsyn_u,0,Myocardio,RSF
txisupro,0,Myocardio,RSF
txvasopr,0,Myocardio,RSF
