feature,importance,cohort,model
dhxnone,0.0034033503045191086,Combined,XGBoost
hxaicd,0.0032691951542068586,Combined,XGBoost
spschool,0.0032691161994241632,Combined,XGBoost
txhdl_r,0.0032437141245868417,Combined,XGBoost
chd_patr,0.003198486382939175,Combined,XGBoost
txidtsys,0.0031750179761681806,Combined,XGBoost
dcircod,0.003131625636541904,Combined,XGBoost
weight_donor,0.0031151026739464657,Combined,XGBoost
statlist,0.0030588555647303407,Combined,XGBoost
chd_hlh,0.003042983006085053,Combined,XGBoost
txcstat,0.003041547506701516,Combined,XGBoost
chd_avd,0.0029994198205483334,Combined,XGBoost
hxfonlvr_bin,0.0029918648068953282,Combined,XGBoost
chd_aspl,0.0029452126652111162,Combined,XGBoost
chd_heter,0.0029281640174782897,Combined,XGBoost
chd_triat,0.002912664843481429,Combined,XGBoost
txvad,0.0028936840157170905,Combined,XGBoost
riskothr,0.0028795418018894054,Combined,XGBoost
pacemake,0.0028777672878597628,Combined,XGBoost
atrskhst,0.002830783959347466,Combined,XGBoost
lsprocm,0.002807935431033951,Combined,XGBoost
txchol_r,0.002790806902261537,Combined,XGBoost
txbpam,0.0027846343986819132,Combined,XGBoost
txpalb_r,0.002774984746813125,Combined,XGBoost
lsttperf,0.0027666319977053366,Combined,XGBoost
chd_pa,0.002728473864557514,Combined,XGBoost
chd_tof,0.002726028328919476,Combined,XGBoost
hxmed,0.0026927951085402874,Combined,XGBoost
lspalb_r,0.0026347425309710426,Combined,XGBoost
txcntry,0.002616915114473659,Combined,XGBoost
slvent,0.00260290277930178,Combined,XGBoost
lsdcd,0.0025858738260785136,Combined,XGBoost
weight_txpl,0.002580231810092829,Combined,XGBoost
txsilden,0.002548389009543377,Combined,XGBoost
hiv,0.002523171451680577,Combined,XGBoost
prm_list,0.0025070738864747095,Combined,XGBoost
lspge,0.0024903494127711703,Combined,XGBoost
hxiso,0.0024532477866629657,Combined,XGBoost
lshemagt,0.0024307588983262223,Combined,XGBoost
don_t3,0.002430719544950092,Combined,XGBoost
dmhdiab,0.0024295371036686755,Combined,XGBoost
txbpcw,0.002417296482312854,Combined,XGBoost
age_txpl_months,0.002415400772068762,Combined,XGBoost
hbsag,0.0024078886498400567,Combined,XGBoost
cpr,0.002403384533155724,Combined,XGBoost
hxisoth,0.002401936202165216,Combined,XGBoost
txbco,0.002369075062932785,Combined,XGBoost
lshpo2,0.0023582090542688746,Combined,XGBoost
dhcab,0.002356976750363463,Combined,XGBoost
chd_vsd,0.0023011439500368203,Combined,XGBoost
dtime,0.0022739966595178933,Combined,XGBoost
lspcmt,0.0022372072849664386,Combined,XGBoost
hlatxpre,0.0021891006164036523,Combined,XGBoost
hxrenins,0.0021869019557667823,Combined,XGBoost
don_vpr,0.0021758161362162177,Combined,XGBoost
hxshock,0.0021329790201893364,Combined,XGBoost
debv,0.0021280988958751676,Combined,XGBoost
hxvtach,0.002072616397753547,Combined,XGBoost
tdsa,0.0020688216873542193,Combined,XGBoost
hcab,0.0020518312944707634,Combined,XGBoost
slinods,0.0020336703824260735,Combined,XGBoost
hxmalig,0.00203336018688682,Combined,XGBoost
txaboinc,0.002019552036701686,Combined,XGBoost
chd_hrh,0.0020101443491629947,Combined,XGBoost
lsvaso,0.001985006595005494,Combined,XGBoost
txo2,0.0019801561402092893,Combined,XGBoost
atrial,0.0019620470802804353,Combined,XGBoost
hxaf_fl,0.00195928164534026,Combined,XGBoost
slivino,0.001896800782283455,Combined,XGBoost
hxgi,0.0018862384067354257,Combined,XGBoost
hxotresp,0.0018836002253398482,Combined,XGBoost
lsnyha,0.001882330321445456,Combined,XGBoost
dtoxo,0.0018764971056744273,Combined,XGBoost
rabotype,0.0018501577808585675,Combined,XGBoost
hxplyspl,0.001842303482224938,Combined,XGBoost
txtdsxm,0.0018284241455703767,Combined,XGBoost
ebv,0.0018275450536030687,Combined,XGBoost
