feature,importance,cohort,model
lsaboinc,1.9546689131217192,Combined,RSF
ltxtrach,1.9514111516673298,Combined,RSF
hxfail,1.9501814781347324,Combined,RSF
atrial,1.9168936174102904,Combined,RSF
don_levo,1.906335997490182,Combined,RSF
txfcpra,1.8350421681633926,Combined,RSF
txbili_t_r_high,1.8124265251605236,Combined,RSF
txhemo,1.808767778071715,Combined,RSF
pacemake,1.7917156057416146,Combined,RSF
lpacebiv,1.791715204400305,Combined,RSF
don_t3,1.7907661887246076,Combined,RSF
lsprocm,1.7894858521149577,Combined,RSF
slhosp,1.7817008186753207,Combined,RSF
txldpt,1.6944117163842531,Combined,RSF
donspecp,1.6935131562396448,Combined,RSF
dtime,1.6903603379017846,Combined,RSF
hxaf_fl,1.6787063248096976,Combined,RSF
ttmaxvo2,1.6754252597452934,Combined,RSF
dhbsag,1.6604938728888807,Combined,RSF
chd_sv,1.6469778419285144,Combined,RSF
lshemagt,1.635341034746981,Combined,RSF
hxrenins,1.632142399841205,Combined,RSF
hxchb,1.5990589280299803,Combined,RSF
hxprenat,1.589358441260878,Combined,RSF
lsfcpra,1.5617651961508163,Combined,RSF
hxgiot,1.5537579172733094,Combined,RSF
rdopdose,1.525316206150807,Combined,RSF
txinhosp,1.5213962106460088,Combined,RSF
dptxecho,1.5099225169524735,Combined,RSF
chd_tof,1.505734106500882,Combined,RSF
don_oth,1.4900805069623306,Combined,RSF
don_epi,1.4832865517898364,Combined,RSF
slvad,1.4758344847331675,Combined,RSF
hlatxpre,1.4567787571352688,Combined,RSF
slecmo,1.4462890751474458,Combined,RSF
slnomcsd,1.442569860198328,Combined,RSF
hxgi,1.4081354718346177,Combined,RSF
don_mil,1.3723223482036035,Combined,RSF
txalt_high,1.3495463260946368,Combined,RSF
hxvtach,1.341708598858079,Combined,RSF
txidtsys,1.3358682896112837,Combined,RSF
txmilrin,1.332749356536621,Combined,RSF
bicaval,1.3109692135725988,Combined,RSF
txhemagt,1.305481718318475,Combined,RSF
tdsa,1.3043441374336393,Combined,RSF
chd_avsep,1.293792750555848,Combined,RSF
lebvpcr,1.2627804063248143,Combined,RSF
dmhhyten,1.2564621538733751,Combined,RSF
slddpsc,1.199867650352903,Combined,RSF
chd_ctga,1.1886708072573444,Combined,RSF
don_nsyn,1.163740092556346,Combined,RSF
toxo,1.1114652546931074,Combined,RSF
lsnox,1.1065502174753088,Combined,RSF
chd_patr,1.1062841946937634,Combined,RSF
dmhothr,1.1058285611739203,Combined,RSF
hxvfib,1.0974276127036975,Combined,RSF
status_txpl,1.0932816712585858,Combined,RSF
hxple,1.0924279633776788,Combined,RSF
roprdsc1,1.0642064220445633,Combined,RSF
hxshock,1.0621065690160953,Combined,RSF
chd_si,1.0593650563564694,Combined,RSF
chd_tga,1.059050042184804,Combined,RSF
tdsaunk,1.0545196815924998,Combined,RSF
donspac,1.0455170908813216,Combined,RSF
rdobdose,1.0114371677612926,Combined,RSF
txmcsd,1.001708538978937,Combined,RSF
dmhdiab,0.9665911855809172,Combined,RSF
lcmvpcr,0.9657577697125529,Combined,RSF
chd_heter,0.9535836061314154,Combined,RSF
dhiv,0.9533425611583194,Combined,RSF
hxtrach,0.9508815339464163,Combined,RSF
chd_vsd,0.946154391757147,Combined,RSF
tdsacl2,0.9282350661501862,Combined,RSF
chd_ar,0.9153020529162655,Combined,RSF
don_dob,0.8895298220914637,Combined,RSF
chd_dex,0.8881238757901742,Combined,RSF
drisk,0.8858829862637823,Combined,RSF
tdsacl1,0.8856270135051155,Combined,RSF
lsldpt,0.8828754400521358,Combined,RSF
lschool,0.8755993316513266,Combined,RSF
txsilden,0.8661275417390341,Combined,RSF
hxsyn,0.8562614698462072,Combined,RSF
hxiso,0.8560804723331352,Combined,RSF
hxresp,0.8545783443252356,Combined,RSF
dmhinf,0.8544670262329425,Combined,RSF
chd_ahih,0.8531893914392561,Combined,RSF
lshpo2,0.8488828152684744,Combined,RSF
hxneuro,0.8422087269831225,Combined,RSF
chd_patrd,0.8168290884139545,Combined,RSF
techunk,0.8125237165646187,Combined,RSF
canlocpr,0.793711267391125,Combined,RSF
canlocsp,0.7720952164074358,Combined,RSF
chd_pa,0.7458776909873933,Combined,RSF
lsdopa,0.7362293370346559,Combined,RSF
chd_ebst,0.7309907504661922,Combined,RSF
hxaicd,0.7301976746749461,Combined,RSF
hxcva,0.7282046914768926,Combined,RSF
aaschool,0.7139132725875134,Combined,RSF
hxmet,0.6950366904500022,Combined,RSF
chd_triat,0.683433542280164,Combined,RSF
hxrespun,0.6666164872784295,Combined,RSF
atrskshs,0.6560809813309955,Combined,RSF
chd_bivc,0.6396110115350514,Combined,RSF
lsmshemo,0.6336713686374037,Combined,RSF
primels,0.6315445492035863,Combined,RSF
chd_hrh,0.6315385197006229,Combined,RSF
neuroth,0.6285971697909649,Combined,RSF
hxpuldis,0.6267125147647677,Combined,RSF
lsvaso,0.6200337190461417,Combined,RSF
chd_ma,0.6168576918288147,Combined,RSF
hxfonlvr,0.5859876285054081,Combined,RSF
hxisoth,0.5836813659552105,Combined,RSF
lssild,0.5717857303925057,Combined,RSF
hxfonlvr_bin,0.5649719706968839,Combined,RSF
chd_dilv,0.5414728477192605,Combined,RSF
hxplyspl,0.5354597031309994,Combined,RSF
spschool,0.5335307774045173,Combined,RSF
hxotresp,0.5269198912854292,Combined,RSF
lsttperf,0.5266810258246805,Combined,RSF
tdsacomp,0.5093912240097528,Combined,RSF
hbsag,0.5058665904235304,Combined,RSF
dhxunk,0.5039988648880497,Combined,RSF
txo2,0.49784222661252686,Combined,RSF
incarctn,0.4968896735278421,Combined,RSF
hxisousp,0.49024877948189866,Combined,RSF
hemdilut,0.4786687125522253,Combined,RSF
txepine,0.4730988031064057,Combined,RSF
chd_tapvr,0.4682520094082247,Combined,RSF
hxmalig,0.46533783287394254,Combined,RSF
hiv,0.4506542773875338,Combined,RSF
lpace,0.4486091836101786,Combined,RSF
txdopa,0.42428720278523774,Combined,RSF
hbcab,0.411110558515846,Combined,RSF
dptxangi,0.4057903774933422,Combined,RSF
atrskhst,0.3891338559679065,Combined,RSF
txvasopr,0.385668288579972,Combined,RSF
hxturner,0.37565159299094714,Combined,RSF
chd_mr,0.37539006069988784,Combined,RSF
chd_lvotoas,0.3749748074111774,Combined,RSF
chd_anom,0.36987345951235895,Combined,RSF
hxpb,0.36548600068791015,Combined,RSF
hxdigorg,0.3636013191659328,Combined,RSF
riskothr,0.36126912712747505,Combined,RSF
txno2,0.35723872486484803,Combined,RSF
hxasplen,0.3303099674250994,Combined,RSF
hxhep,0.3230686932491418,Combined,RSF
mitreg,0.3194529849558305,Combined,RSF
txpge,0.31688781060676835,Combined,RSF
chd_mstn,0.30203951236634824,Combined,RSF
lspge,0.29781578981398343,Combined,RSF
hxdiab,0.2865248984731073,Combined,RSF
chd_shone,0.2776874093650995,Combined,RSF
chd_papvr,0.2729102205818599,Combined,RSF
chd_aspl,0.2661753173247325,Combined,RSF
dhxinsul,0.2620168684736599,Combined,RSF
mthrhiv,0.25316616425178967,Combined,RSF
lsdobut,0.23441385461508601,Combined,RSF
abseptmo,0.23327058410268242,Combined,RSF
hgbvalue,0.22881194941877128,Combined,RSF
lshnes,0.22708665898126235,Combined,RSF
chd_unk,0.21984678871223057,Combined,RSF
trireg,0.21783324980241472,Combined,RSF
chd_pspl,0.20978456822533337,Combined,RSF
hxnoonan,0.20515043067310232,Combined,RSF
chd_tr,0.20425412288908087,Combined,RSF
dwma,0.20067748300358265,Combined,RSF
chd_iivc,0.1983471222079745,Combined,RSF
hxmitty,0.19478328176960757,Combined,RSF
chd_aa,0.1855390020395599,Combined,RSF
cancpro,0.18440344537870898,Combined,RSF
txphneo,0.17694665526682107,Combined,RSF
dptxnorm,0.16082297088542633,Combined,RSF
hiscanc,0.1589381864162948,Combined,RSF
hcab,0.15029971387829277,Combined,RSF
rpr,0.14072448088445438,Combined,RSF
txdobut,0.13766611618769065,Combined,RSF
fwma,0.13638128571430247,Combined,RSF
hxdmd,0.12918147493440435,Combined,RSF
hxdowns,0.11990083091457109,Combined,RSF
lspgi,0.10958442050405748,Combined,RSF
txnpruss,0.1074711705634267,Combined,RSF
hxmit,0.10216827114550805,Combined,RSF
lsphen,0.0924627165753785,Combined,RSF
chd_tart,0.09244846672600328,Combined,RSF
hxsyn_u,0.08275791890683827,Combined,RSF
lsnitrop,0.07932585069160679,Combined,RSF
hxmarfns,0.0688145482948301,Combined,RSF
chd_hb,0.06848615555322665,Combined,RSF
anxinj,0.06028766492349644,Combined,RSF
lsunkn,0.05541468716749191,Combined,RSF
chd_avd,0.05142571158956287,Combined,RSF
txnorepi,0.0483969569520689,Combined,RSF
hxpermyo,0.046372863151114406,Combined,RSF
hxbeckmd,0.0453883515684907,Combined,RSF
lsnorepi,0.0406165526252784,Combined,RSF
hxwillim,0.0404794926984369,Combined,RSF
hxlymleu,0.03879225214348744,Combined,RSF
chd_mart,0.03549757844335817,Combined,RSF
injdrugs,0.032609913798888945,Combined,RSF
chd_ps,0.027869723874359705,Combined,RSF
efindunk,0.02695263901867465,Combined,RSF
chd_raa,8.120661854023124e-4,Combined,RSF
chd_lsvc,5.679243432058258e-4,Combined,RSF
chd_alcapa,5.559474642178352e-4,Combined,RSF
hxinsul,4.8606134413593284e-4,Combined,RSF
lsnitro,3.6101454297858516e-4,Combined,RSF
ptlt18,3.552875599666731e-4,Combined,RSF
hxspbmt,2.673312629199899e-4,Combined,RSF
riskunk,2.4e-4,Combined,RSF
hxspcrad,2.0649110640673515e-4,Combined,RSF
hxsolorg,1.9577313870949026e-4,Combined,RSF
txhnes,1.6495721976846452e-4,Combined,RSF
txisupro,1.3866018769017298e-4,Combined,RSF
permunk,7.613597081715306e-5,Combined,RSF
hxheptyc,0,Combined,RSF
hxleoprd,0,Combined,RSF
chd_dolv,0,Combined,RSF
txpgi,0,Combined,RSF
hxcrd,0,Combined,RSF
txnitro,0,Combined,RSF
