feature,importance,cohort,model
txhemo,1.1161677856493601,CHD,RSF
chd_tof,1.0945906374897212,CHD,RSF
lsmilrin,1.0747398444135152,CHD,RSF
rdopdose,1.072611756213314,CHD,RSF
txsilden,1.065020116240761,CHD,RSF
slvent,1.016444707519714,CHD,RSF
dtime,1.0162319603477936,CHD,RSF
txbili_t_r_high,0.9857997739495082,CHD,RSF
donspecp,0.9832391546635851,CHD,RSF
dptxecho,0.9796219574849743,CHD,RSF
hxgiot,0.9606668664136906,CHD,RSF
txinhosp,0.9549315376355759,CHD,RSF
don_epi,0.9348450033637731,CHD,RSF
lsprocm,0.9331221486585799,CHD,RSF
tdsaunk,0.932367572516382,CHD,RSF
txvldl_r,0.9196766938030995,CHD,RSF
chd_avsep,0.9167037364188281,CHD,RSF
don_t3,0.9109957210059818,CHD,RSF
chd_si,0.8982724220041369,CHD,RSF
hxcpr,0.8939238698025241,CHD,RSF
lshemagt,0.8741831778245102,CHD,RSF
bicaval,0.8717377854997709,CHD,RSF
pacemake,0.870551887820491,CHD,RSF
don_levo,0.8635300810115059,CHD,RSF
txfcpra,0.8572466976464611,CHD,RSF
lpacebiv,0.856545368079224,CHD,RSF
hxple,0.8559345207145592,CHD,RSF
txhemagt,0.8486141440229563,CHD,RSF
hlatxpre,0.8453459749996058,CHD,RSF
txmilrin,0.839315856565031,CHD,RSF
dmhothr,0.8322614723473903,CHD,RSF
pcage,0.8306788982642341,CHD,RSF
hxrenins,0.8178502099282304,CHD,RSF
chd_patr,0.7958535972606843,CHD,RSF
chd_dex,0.7901274999635419,CHD,RSF
tdsa,0.7887435583158469,CHD,RSF
ttmaxvo2,0.7858292517443524,CHD,RSF
hxtrach,0.7739809153019537,CHD,RSF
lsfcpra,0.767392059911013,CHD,RSF
txalt_high,0.7623509217255814,CHD,RSF
roprdsc1,0.7485322325908729,CHD,RSF
status_txpl,0.7457139615233455,CHD,RSF
hxiso,0.7410489694251949,CHD,RSF
chd_tga,0.7399726495729233,CHD,RSF
slnomcsd,0.7350670335962056,CHD,RSF
chd_heter,0.731473882719354,CHD,RSF
don_oth,0.7048091956655965,CHD,RSF
don_mil,0.70471647825421,CHD,RSF
dmhhyten,0.7003826531412211,CHD,RSF
