feature,importance,cohort,model
dwma,5.110613395181725e-4,Myocardio,XGBoost
hxdmd,4.4599341405272835e-4,Myocardio,XGBoost
hcab,4.41089193000834e-4,Myocardio,XGBoost
lsunkn,3.5821133851239367e-4,Myocardio,XGBoost
fwma,3.540914696957835e-4,Myocardio,XGBoost
lsdobut,3.36585153137163e-4,Myocardio,XGBoost
hxmarfns,2.9265411607515046e-4,Myocardio,XGBoost
dhiv,1.9399345510707114e-4,Myocardio,XGBoost
status_txpl,1.0047306353605685e-4,Myocardio,XGBoost
tdsacl2,8.784608042162926e-5,Myocardio,XGBoost
slhosp,2.5657768876405095e-5,Myocardio,XGBoost
txbili_t_r_high,7.290333281327719e-6,Myocardio,XGBoost
