"Workflow","CHD_Cohort_Size","CHD_Control_Size","CHD_Target_Size","CHD_Event_Rate","MC_Cohort_Size","MC_Control_Size","MC_Target_Size","MC_Event_Rate","CHD_LASSO_AUC","CHD_LASSO_Precision","CHD_LASSO_Recall","CHD_CatBoost_AUC","CHD_CatBoost_Precision","CHD_CatBoost_Recall","CHD_CatBoost_RF_AUC","CHD_CatBoost_RF_Precision","CHD_CatBoost_RF_Recall","CHD_Traditional_RF_AUC","CHD_Traditional_RF_Precision","CHD_Traditional_RF_Recall","MC_LASSO_AUC","MC_LASSO_Precision","MC_LASSO_Recall","MC_CatBoost_AUC","MC_CatBoost_Precision","MC_CatBoost_Recall","MC_CatBoost_RF_AUC","MC_CatBoost_RF_Precision","MC_CatBoost_RF_Recall","MC_Traditional_RF_AUC","MC_Traditional_RF_Precision","MC_Traditional_RF_Recall"
"Cohort Event Classification",1634,1480,154,9.42,2083,2041,42,2.02,0.574,0.109,0.9,0.675,0.229,0.633,0.602,0.136,0.7,0.599,0.224,0.433,0.612,0.019,1,0.505,0.022,0.75,0.608,0.042,0.625,0.559,0.045,0.375
