feature,importance,cohort,model,combined_importance,combined_importance_norm
hxarryth,0.0015721333299971,Combined,XGBoost,0.0015721333299971,0.020473481588695327
txdopa,0.0015620577406109,Combined,XGBoost,0.0015620577406109,0.02034226982067435
toxo,0.0015448971462008,Combined,XGBoost,0.0015448971462008,0.02011879188340112
lvldl_r,0.0015443767651167,Combined,XGBoost,0.0015443767651167,0.020112015096508336
drpr,0.0015216669222169,Combined,XGBoost,0.0015216669222169,0.019816270746064426
dptxecho,0.001517821858122,Combined,XGBoost,0.001517821858122,0.019766197480996995
techunk,0.0015120123029415,Combined,XGBoost,0.0015120123029415,0.019690541161805103
txfcpra,0.0014989564378931,Combined,XGBoost,0.0014989564378931,0.01952051804252335
lsdobut,0.00147616095129,Combined,XGBoost,0.00147616095129,0.019223658376508395
dmhinf,0.0014684277012541,Combined,XGBoost,0.0014684277012541,0.019122950281838674
lcmvpcr,0.0014648610064616,Combined,XGBoost,0.0014648610064616,0.01907650214746391
dhxunk,0.001462381669182,Combined,XGBoost,0.001462381669182,0.019044214385874284
chd_tga,0.0014498189349236,Combined,XGBoost,0.0014498189349236,0.018880613180025225
hxresp,0.0014460302002841,Combined,XGBoost,0.0014460302002841,0.018831273478737674
chd_mstn,0.0014272229740361,Combined,XGBoost,0.0014272229740361,0.01858635188527234
txedp,0.0014264003319088,Combined,XGBoost,0.0014264003319088,0.018575638831788893
tdsacl2,0.0013957742684615,Combined,XGBoost,0.0013957742684615,0.018176803609509327
dhbsab,0.0013617951092814,Combined,XGBoost,0.0013617951092814,0.017734301897600193
txivino,0.0013564401033504,Combined,XGBoost,0.0013564401033504,0.017664565054519663
txmcsd,0.0013554613979495,Combined,XGBoost,0.0013554613979495,0.017651819629800423
chd_mart,0.0013429736379108,Combined,XGBoost,0.0013429736379108,0.01748919479362521
dhbcab,0.0013263625375697,Combined,XGBoost,0.0013263625375697,0.01727287277404045
lsaboinc,0.0013031427753594,Combined,XGBoost,0.0013031427753594,0.016970487877647895
hxchb,0.0012994753531354,Combined,XGBoost,0.0012994753531354,0.01692272799625083
slnomcsd,0.0012985182441452,Combined,XGBoost,0.0012985182441452,0.016910263815945414
don_dob,0.0012964442321074,Combined,XGBoost,0.0012964442321074,0.016883254499076145
chd_ebst,0.0012896867456901,Combined,XGBoost,0.0012896867456901,0.016795253519063396
dhbsag,0.0012881456139091,Combined,XGBoost,0.0012881456139091,0.01677518376254719
chd_hb,0.0012733512881113,Combined,XGBoost,0.0012733512881113,0.016582521123151985
hxmit,0.001251599336678,Combined,XGBoost,0.001251599336678,0.016299251142997892
cancpro,0.001233428321107,Combined,XGBoost,0.001233428321107,0.016062614754949654
rdobdose,0.0012192113268143,Combined,XGBoost,0.0012192113268143,0.01587747055289987
rpr,0.0012087514351442,Combined,XGBoost,0.0012087514351442,0.01574125411664638
hxpuldis,0.0011998253600349,Combined,XGBoost,0.0011998253600349,0.015625012172707755
tdsaunk,0.0011980561059318,Combined,XGBoost,0.0011980561059318,0.015601971638794765
donspecp,0.0011800691691066,Combined,XGBoost,0.0011800691691066,0.015367732460156882
chd_dilv,0.001173988433439,Combined,XGBoost,0.001173988433439,0.01528854462833567
txldpt,0.0011691577203009,Combined,XGBoost,0.0011691577203009,0.015225635513309566
hxtrach,0.0011607921878353,Combined,XGBoost,0.0011607921878353,0.015116693369760958
lsfpres,0.0011489564149794,Combined,XGBoost,0.0011489564149794,0.014962559192315783
txbdsxn,0.0011411863520438,Combined,XGBoost,0.0011411863520438,0.01486137169287176
lsfcpra,0.0011334703764392,Combined,XGBoost,0.0011334703764392,0.014760888558607384
hxasplen,0.0011286539343122,Combined,XGBoost,0.0011286539343122,0.014698165291230098
don_t4,0.0011105447903533,Combined,XGBoost,0.0011105447903533,0.014462334641020388
don_dop,0.0011042883026863,Combined,XGBoost,0.0011042883026863,0.014380858036831569
hxmet,0.001098669761976,Combined,XGBoost,0.001098669761976,0.014307689249176723
hbsab,0.001093944623137,Combined,XGBoost,0.001093944623137,0.01424615500066329
hxcpr,0.0010884230052363,Combined,XGBoost,0.0010884230052363,0.014174248413433819
lshemo,0.0010216572029513,Combined,XGBoost,0.0010216572029513,0.013304774814881628
donspxm,0.0009922465993953357,Combined,XGBoost,0.0009922465993953357,0.012921768209190899
roprdsc1,0.000978962859679524,Combined,XGBoost,0.000978962859679524,0.012748777537654667
hxturner,0.000899804160496405,Combined,XGBoost,0.000899804160496405,0.011717914480821155
slvad,0.0008818944847922256,Combined,XGBoost,0.0008818944847922256,0.011484681453575497
donspac,0.0008639092523790297,Combined,XGBoost,0.0008639092523790297,0.011250464471049815
lsdopa,0.0008195427337299093,Combined,XGBoost,0.0008195427337299093,0.010672690890790594
txnorepi,0.0007867376990368278,Combined,XGBoost,0.0007867376990368278,0.010245479495300013
hxtrans,0.000778682179649907,Combined,XGBoost,0.000778682179649907,0.010140574571074657
lsnox,0.000763110858334606,Combined,XGBoost,0.000763110858334606,0.00993779332206885
hxprenat,0.0007393491140824166,Combined,XGBoost,0.0007393491140824166,0.00962835033515413
dhiv,0.0007289096593313007,Combined,XGBoost,0.0007289096593313007,0.009492400043556799
dhxinsul,0.0007084054160485132,Combined,XGBoost,0.0007084054160485132,0.009225378640644964
hxdigorg,0.000708121164746469,Combined,XGBoost,0.000708121164746469,0.009221676910207779
