feature,importance,cindex_td,cindex_ti
age_listing,5.390676484540248e-4,0.7378103168750458,0.6460843271759796
chd_hlh,0.001912587771043088,0.7378103168750458,0.6460843271759796
height_donor,5.722552971464064e-4,0.7378103168750458,0.6460843271759796
height_listing,5.79491544411439e-4,0.7378103168750458,0.6460843271759796
height_txpl,5.631915599701644e-4,0.7378103168750458,0.6460843271759796
hxsurg,0.002210180838311184,0.7378103168750458,0.6460843271759796
lbun_r,6.258286866809748e-4,0.7378103168750458,0.6460843271759796
lsbaosat,0.0018346266143465316,0.7378103168750458,0.6460843271759796
lsfprab,8.251378141880507e-4,0.7378103168750458,0.6460843271759796
lsfprat,9.869549063183365e-4,0.7378103168750458,0.6460843271759796
prim_dx,0.0031887449564256985,0.7378103168750458,0.6460843271759796
sec_dx,6.976036398436175e-4,0.7378103168750458,0.6460843271759796
ter_dx,5.669642431018657e-4,0.7378103168750458,0.6460843271759796
txaboinc,6.621755227157473e-4,0.7378103168750458,0.6460843271759796
txbaosat,0.0011965576267262818,0.7378103168750458,0.6460843271759796
txbun_r,0.001223744302343921,0.7378103168750458,0.6460843271759796
txecmo,0.0018613504621470397,0.7378103168750458,0.6460843271759796
txsa_r,8.53143389171217e-4,0.7378103168750458,0.6460843271759796
txtg_r,5.835894295681092e-4,0.7378103168750458,0.6460843271759796
txvent,9.29780219148061e-4,0.7378103168750458,0.6460843271759796
