feature,importance,cindex_td,cindex_ti
age_listing,7.01712278679687,0.47580451627454723,0.48709487560583686
age_txpl,4.994869811447645,0.47580451627454723,0.48709487560583686
cpbypass,3.0807589036014393,0.47580451627454723,0.48709487560583686
dhxnone,1.9779530076186174,0.47580451627454723,0.48709487560583686
donor_age,0.9982767048441041,0.47580451627454723,0.48709487560583686
dtoxo,1.36466460570064,0.47580451627454723,0.48709487560583686
height_donor,0.9699307395487989,0.47580451627454723,0.48709487560583686
height_listing,2.6589224644284157,0.47580451627454723,0.48709487560583686
height_txpl,2.25589198116144,0.47580451627454723,0.48709487560583686
lbun_r,1.0407143078541907,0.47580451627454723,0.48709487560583686
lsbpam,0.7899872810340753,0.47580451627454723,0.48709487560583686
lsbpcw,0.8776134188557935,0.47580451627454723,0.48709487560583686
lstp_r,0.9371061248707327,0.47580451627454723,0.48709487560583686
txalt,1.1071571213214622,0.47580451627454723,0.48709487560583686
txast,0.9161735578666488,0.47580451627454723,0.48709487560583686
txbili_t_r,1.0533075006644668,0.47580451627454723,0.48709487560583686
txpl_year,31.307937718951507,0.47580451627454723,0.48709487560583686
weight_donor,1.014940129017921,0.47580451627454723,0.48709487560583686
weight_listing,2.714501702507825,0.47580451627454723,0.48709487560583686
weight_txpl,2.016002069506906,0.47580451627454723,0.48709487560583686
