iter	Cox
519	-4739.888415
520	-4739.959162
521	-4739.995025
522	-4739.844257
523	-4739.88818
524	-4739.975459
525	-4739.987223
526	-4740.145046
527	-4740.181971
528	-4740.383003
529	-4740.390063
530	-4740.228488
531	-4740.21096
532	-4740.170027
533	-4740.22345
534	-4740.20232
535	-4740.310752
536	-4740.296546
537	-4740.457117
538	-4740.375178
539	-4740.585235
540	-4740.653024
541	-4740.67116
542	-4740.693012
543	-4740.788911
544	-4740.95697
545	-4740.950205
546	-4740.879417
547	-4740.876172
548	-4741.092115
549	-4741.113817
550	-4741.364773
551	-4741.381909
552	-4741.387927
553	-4741.242755
554	-4741.142545
555	-4741.14073
556	-4741.145736
557	-4741.426698
558	-4741.45155
559	-4741.479906
560	-4741.7039
561	-4741.724447
562	-4741.760698
563	-4741.958608
564	-4741.962098
565	-4742.04703
566	-4742.053064
567	-4742.142674
568	-4742.069126
569	-4742.170607
570	-4742.219529
571	-4742.211664
572	-4742.214889
573	-4742.237762
574	-4742.062553
575	-4741.913287
576	-4741.937186
577	-4742.041606
578	-4742.272545
579	-4742.304908
580	-4742.436669
581	-4742.405174
582	-4742.443903
583	-4742.479748
584	-4742.497542
585	-4742.542025
586	-4742.583009
587	-4742.632451
588	-4742.687148
589	-4742.747032
590	-4742.748665
591	-4742.711535
592	-4742.736968
593	-4742.882482
594	-4742.713727
595	-4742.586948
596	-4742.664028
597	-4742.945786
598	-4742.86691
599	-4742.829374
600	-4742.853729
601	-4742.926133
602	-4743.00349
603	-4742.954534
604	-4742.967557
605	-4743.192048
606	-4743.196406
607	-4743.280012
608	-4743.368399
609	-4743.561954
610	-4743.655958
611	-4743.754598
612	-4743.916036
613	-4744.020222
614	-4744.128897
615	-4744.156932
616	-4744.246406
617	-4744.252234
618	-4744.480588
619	-4744.597013
620	-4744.742124
621	-4744.862788
622	-4744.964513
623	-4744.789285
624	-4745.064107
625	-4745.287135
626	-4745.327459
627	-4745.363687
628	-4745.489043
629	-4745.392928
630	-4745.522474
631	-4745.687363
632	-4745.766806
633	-4745.794003
634	-4745.658495
635	-4745.784958
636	-4745.668936
637	-4745.848168
638	-4745.945264
639	-4745.928524
640	-4745.960486
641	-4745.899264
642	-4745.932292
643	-4746.234692
644	-4746.269415
645	-4746.28433
646	-4746.40275
647	-4746.38294
648	-4746.409547
649	-4746.549927
650	-4746.72499
651	-4746.870174
652	-4747.086659
653	-4747.211241
654	-4747.144507
655	-4747.264116
656	-4747.146464
657	-4747.493268
658	-4747.643164
659	-4747.563508
660	-4747.688287
661	-4747.792566
662	-4747.898028
663	-4748.004659
664	-4748.048448
665	-4747.97142
666	-4748.079514
667	-4748.158447
668	-4748.298237
669	-4748.350573
670	-4748.44206
671	-4748.49989
672	-4748.426399
673	-4748.47453
674	-4748.637655
675	-4748.668974
676	-4748.790127
677	-4748.95627
678	-4749.227539
679	-4749.172832
680	-4749.254634
681	-4749.329842
682	-4749.489156
683	-4749.699143
684	-4749.938494
685	-4750.254014
686	-4750.348589
687	-4750.66542
688	-4750.780121
689	-4750.865799
690	-4751.059774
691	-4751.239101
692	-4751.469061
693	-4751.652473
694	-4751.641996
695	-4751.759201
696	-4751.675952
697	-4751.745681
698	-4752.035155
699	-4751.947456
700	-4752.067545
701	-4752.139172
702	-4752.128893
703	-4752.191169
704	-4752.540344
705	-4752.525188
706	-4752.71397
707	-4752.746308
708	-4752.893199
709	-4753.085552
710	-4753.148144
711	-4753.033789
712	-4753.229038
713	-4753.305167
714	-4753.299082
715	-4753.425759
716	-4753.553375
717	-4753.789234
718	-4754.055139
719	-4754.423881
720	-4754.787876
721	-4754.882219
722	-4755.006129
723	-4755.086715
724	-4755.288301
725	-4755.400811
726	-4755.54131
727	-4755.746837
728	-4755.936219
729	-4756.058889
730	-4756.189502
731	-4756.496374
732	-4756.710894
733	-4756.928195
734	-4757.148225
735	-4757.320886
736	-4757.755835
737	-4757.891008
738	-4757.97734
739	-4758.099599
740	-4758.047572
741	-4758.271261
742	-4758.497578
743	-4758.6352
744	-4758.799744
745	-4758.846495
746	-4758.845397
747	-4758.904128
748	-4759.241916
749	-4759.385077
750	-4759.53288
751	-4759.649533
752	-4759.900434
753	-4760.04022
754	-4760.119288
755	-4760.260066
756	-4760.428248
757	-4760.664352
758	-4760.756501
759	-4760.899196
760	-4761.04265
761	-4761.317158
762	-4761.479784
763	-4761.717968
764	-4761.862908
765	-4762.120822
766	-4762.171392
767	-4762.391177
768	-4762.551414
769	-4763.023957
770	-4763.209754
771	-4763.380028
772	-4763.565263
773	-4763.814442
774	-4763.960656
775	-4764.301258
776	-4764.356338
777	-4764.536535
778	-4764.683765
779	-4764.974053
780	-4765.229292
781	-4765.746627
782	-4765.921961
783	-4766.07204
784	-4766.102008
785	-4766.446211
786	-4766.655406
787	-4766.950057
788	-4767.298505
789	-4767.13316
790	-4767.284522
791	-4767.63587
792	-4767.587679
793	-4767.692861
794	-4767.893156
795	-4768.04579
796	-4768.237419
797	-4768.590593
798	-4768.894636
799	-4769.21089
800	-4769.365289
801	-4769.867659
802	-4770.0739
803	-4770.382508
804	-4770.57962
805	-4770.66358
806	-4770.818758
807	-4770.973562
808	-4771.080666
809	-4771.185246
810	-4771.263019
811	-4771.57454
812	-4771.879218
813	-4771.844504
814	-4772.207759
815	-4772.57348
816	-4772.731324
817	-4772.907375
818	-4773.065952
819	-4773.173597
820	-4773.541756
821	-4773.611714
822	-4774.068512
823	-4774.440022
824	-4774.357612
825	-4774.756095
826	-4775.277059
827	-4775.813485
828	-4776.279679
829	-4776.656701
830	-4776.674914
831	-4776.612433
832	-4776.755387
833	-4777.22642
834	-4777.55847
835	-4777.622027
836	-4777.707053
837	-4777.839017
838	-4778.221257
839	-4778.32031
840	-4778.860203
841	-4778.888597
842	-4779.120369
843	-4779.667725
844	-4780.234976
845	-4780.575448
846	-4780.66532
847	-4781.052549
848	-4781.156785
849	-4781.186899
850	-4781.351324
851	-4781.5945
852	-4781.659171
853	-4782.028378
854	-4782.121743
855	-4782.222209
856	-4782.143622
857	-4782.532705
858	-4783.089379
859	-4783.196531
860	-4783.146806
861	-4783.53849
862	-4784.027102
863	-4784.122784
864	-4784.192214
865	-4784.587089
866	-4784.983916
867	-4785.010241
868	-4785.128649
869	-4785.227454
870	-4785.558411
871	-4785.369721
872	-4785.48719
873	-4785.588786
874	-4785.989194
875	-4786.159307
876	-4786.267225
877	-4786.385925
878	-4786.557314
879	-4786.543696
880	-4786.468806
881	-4786.844244
882	-4786.771225
883	-4786.825163
884	-4787.321064
885	-4787.249639
886	-4787.440818
887	-4787.941502
888	-4788.113844
889	-4788.213945
890	-4788.317684
891	-4788.720112
892	-4789.224783
893	-4789.398295
894	-4789.803158
895	-4790.452378
896	-4790.52226
897	-4790.661497
898	-4790.768759
899	-4791.278788
900	-4791.68547
901	-4792.09385
902	-4792.307895
903	-4792.396978
904	-4792.518463
905	-4793.066051
906	-4793.476804
907	-4793.509416
908	-4793.630431
909	-4793.753031
910	-4794.165114
911	-4794.287318
912	-4794.701092
913	-4794.565522
914	-4794.980118
915	-4795.498182
916	-4795.525453
917	-4795.631072
918	-4795.745179
919	-4795.859578
920	-4795.872355
921	-4796.114933
922	-4796.532156
923	-4796.950877
924	-4797.371054
925	-4797.792651
926	-4798.215626
927	-4798.639943
928	-4798.820974
929	-4799.246495
930	-4799.36045
931	-4799.787374
932	-4799.908168
933	-4800.090626
934	-4800.187286
935	-4800.241066
936	-4800.669254
937	-4800.785791
938	-4800.909614
939	-4801.438268
940	-4801.935627
941	-4802.119604
942	-4802.651363
943	-4802.691966
944	-4802.850983
945	-4802.911437
946	-4802.843584
947	-4802.896502
948	-4803.059191
949	-4803.59491
950	-4803.449264
951	-4803.989085
952	-4804.044486
953	-4804.163675
954	-4804.667076
955	-4804.789426
956	-4804.909163
957	-4805.047126
958	-4805.157038
959	-4805.592802
960	-4805.806755
961	-4806.179491
962	-4806.344481
963	-4806.780912
964	-4807.326732
965	-4807.511879
966	-4808.061033
967	-4808.208295
968	-4808.254548
969	-4808.352945
970	-4808.462808
971	-4808.767063
972	-4809.321275
973	-4809.760615
974	-4809.785629
975	-4810.226279
976	-4810.602731
977	-4810.895084
978	-4811.191817
979	-4811.632896
980	-4811.568786
981	-4811.715725
982	-4812.274186
983	-4812.677101
984	-4813.001278
985	-4813.443986
986	-4813.581167
987	-4813.7603
988	-4813.875569
989	-4813.80884
990	-4813.825308
991	-4814.268464
992	-4814.304072
993	-4814.536366
994	-4814.980539
995	-4815.425531
996	-4815.439023
997	-4815.884584
998	-4816.330943
999	-4816.778069
