iter	Passed	Remaining
1222	42838	27216
1223	42870	27179
1224	42901	27141
1225	42938	27107
1226	42970	27070
1227	43007	27037
1228	43039	27000
1229	43073	26964
1230	43112	26931
1231	43146	26896
1232	43177	26859
1233	43210	26822
1234	43246	26788
1235	43280	26752
1236	43317	26718
1237	43348	26681
1238	43386	26648
1239	43418	26611
1240	43450	26574
1241	43482	26537
1242	43513	26500
1243	43548	26465
1244	43585	26431
1245	43617	26394
1246	43651	26358
1247	43691	26326
1248	43723	26290
1249	43758	26254
1250	43788	26217
1251	43825	26183
1252	43855	26145
1253	43886	26108
1254	43921	26072
1255	43952	26035
1256	43986	26000
1257	44018	25963
1258	44053	25927
1259	44084	25890
1260	44119	25855
1261	44150	25818
1262	44182	25781
1263	44216	25746
1264	44252	25711
1265	44284	25675
1266	44316	25638
1267	44348	25601
1268	44383	25566
1269	44416	25530
1270	44448	25494
1271	44481	25457
1272	44513	25421
1273	44546	25385
1274	44580	25349
1275	44618	25316
1276	44654	25281
1277	44687	25246
1278	44723	25211
1279	44759	25176
1280	44790	25140
1281	44825	25105
1282	44860	25070
1283	44893	25034
1284	44931	25000
1285	44971	24968
1286	45007	24933
1287	45041	24898
1288	45077	24864
1289	45111	24828
1290	45147	24794
1291	45182	24759
1292	45218	24725
1293	45266	24696
1294	45301	24662
1295	45336	24626
1296	45369	24591
1297	45408	24558
1298	45443	24523
1299	45480	24489
1300	45514	24454
1301	45549	24418
1302	45588	24386
1303	45624	24351
1304	45663	24319
1305	45702	24285
1306	45736	24250
1307	45771	24215
1308	45806	24180
1309	45839	24144
1310	45874	24109
1311	45911	24075
1312	45953	24044
1313	45997	24013
1314	46055	23991
1315	46100	23960
1316	46139	23928
1317	46176	23893
1318	46215	23861
1319	46251	23826
1320	46287	23792
1321	46323	23757
1322	46359	23722
1323	46397	23689
1324	46433	23654
1325	46467	23619
1326	46502	23584
1327	46541	23550
1328	46575	23515
1329	46632	23491
1330	46668	23456
1331	46700	23420
1332	46734	23384
1333	46767	23348
1334	46802	23313
1335	46836	23278
1336	46868	23241
1337	46903	23206
1338	46934	23169
1339	46970	23134
1340	47000	23097
1341	47030	23059
1342	47065	23024
1343	47098	22988
1344	47129	22951
1345	47160	22914
1346	47194	22878
1347	47225	22841
1348	47258	22806
1349	47290	22769
1350	47322	22732
1351	47357	22697
1352	47388	22660
1353	47420	22624
1354	47451	22587
1355	47482	22550
1356	47516	22515
1357	47551	22480
