iter	Cox
750	-5927.542836
751	-5927.513607
752	-5927.607654
753	-5927.954586
754	-5928.303332
755	-5928.653864
756	-5928.629141
757	-5928.716247
758	-5928.804575
759	-5928.903159
760	-5928.993871
761	-5928.973002
762	-5929.074742
763	-5929.280976
764	-5929.49239
765	-5929.707779
766	-5929.802308
767	-5930.070547
768	-5930.166033
769	-5930.523453
770	-5930.620094
771	-5930.605049
772	-5930.827069
773	-5930.925537
774	-5931.105513
775	-5931.466382
776	-5931.574103
777	-5931.675916
778	-5931.903515
779	-5932.006342
780	-5932.237887
781	-5932.602418
782	-5932.771373
783	-5932.942481
784	-5933.046827
785	-5933.152405
786	-5933.328399
787	-5933.565487
788	-5933.806207
789	-5933.984186
790	-5934.353488
791	-5934.598785
792	-5934.822221
793	-5935.071165
794	-5935.295652
795	-5935.54819
796	-5935.804158
797	-5936.063513
798	-5936.173529
799	-5936.284698
800	-5936.547695
801	-5936.669521
802	-5936.897623
803	-5937.243468
804	-5937.592617
805	-5937.945035
806	-5938.132581
807	-5938.247973
808	-5938.364466
809	-5938.721566
810	-5938.92613
811	-5939.287017
812	-5939.40568
813	-5939.641113
814	-5939.849372
815	-5940.059
816	-5940.425066
817	-5940.79426
818	-5941.166547
819	-5941.378111
820	-5941.50857
821	-5941.63277
822	-5942.009625
823	-5942.134896
824	-5942.515163
825	-5942.641491
826	-5943.025133
827	-5943.152503
828	-5943.370859
829	-5943.758385
830	-5943.90861
831	-5944.273283
832	-5944.639516
833	-5944.770917
834	-5945.163628
835	-5945.558276
836	-5945.849964
837	-5945.982345
838	-5946.11565
839	-5946.481823
840	-5946.61653
841	-5947.01555
842	-5947.417413
843	-5947.822086
844	-5948.229537
845	-5948.36514
846	-5948.736634
847	-5948.897337
848	-5949.309275
849	-5949.723928
850	-5950.141265
851	-5950.303541
852	-5950.724025
853	-5950.763855
854	-5951.187271
855	-5951.423303
856	-5951.849635
857	-5952.228335
858	-5952.393899
859	-5952.775373
860	-5952.942889
861	-5953.096229
862	-5953.266065
863	-5953.698441
864	-5954.133356
865	-5954.519723
866	-5954.691466
867	-5954.864518
868	-5955.25429
869	-5955.694341
870	-5956.136869
871	-5956.381947
872	-5956.645927
873	-5957.091848
874	-5957.268209
875	-5957.71683
876	-5957.982939
877	-5958.282562
878	-5958.4599
879	-5958.912568
880	-5959.101232
881	-5959.39031
882	-5959.84587
883	-5960.1361
884	-5960.316398
885	-5960.775007
886	-5961.067335
887	-5961.528519
888	-5961.709044
889	-5961.980597
890	-5962.253625
891	-5962.528119
892	-5962.804071
893	-5963.081473
894	-5963.5483
895	-5963.854316
896	-5964.323612
897	-5964.617029
898	-5964.897642
899	-5965.370382
900	-5965.845313
901	-5966.322408
902	-5966.619467
903	-5966.928112
904	-5967.209598
905	-5967.493338
906	-5967.777286
907	-5968.062383
908	-5968.349956
909	-5968.637459
910	-5969.120556
911	-5969.602401
912	-5970.089651
913	-5970.389605
914	-5970.690531
915	-5970.979535
916	-5971.269648
917	-5971.757002
918	-5972.049925
919	-5972.539799
920	-5972.841977
921	-5973.333984
922	-5973.831431
923	-5974.327272
924	-5974.630201
925	-5975.128097
926	-5975.627843
927	-5975.922554
928	-5976.424666
929	-5976.92858
930	-5977.224764
931	-5977.537188
932	-5977.852149
933	-5978.157034
934	-5978.667811
935	-5978.966599
936	-5979.475972
937	-5979.987077
938	-5980.303767
939	-5980.619115
940	-5980.9257
941	-5981.443127
942	-5981.958463
943	-5982.479321
944	-5982.79762
945	-5983.316397
946	-5983.836799
947	-5984.138246
948	-5984.457322
949	-5984.775524
950	-5985.29868
951	-5985.823416
952	-5986.127401
953	-5986.43267
954	-5986.959952
955	-5987.279774
956	-5987.600461
957	-5987.922004
958	-5988.45111
959	-5988.773369
960	-5989.096467
961	-5989.420395
962	-5989.745145
963	-5990.070707
964	-5990.601734
965	-5990.906994
966	-5991.229791
967	-5991.554034
968	-5992.088084
969	-5992.414222
970	-5992.741151
971	-5993.068862
972	-5993.394082
973	-5993.722559
974	-5994.262927
975	-5994.800682
976	-5995.120136
977	-5995.447826
978	-5995.776934
979	-5996.105712
980	-5996.418527
981	-5996.750106
982	-5997.065351
983	-5997.607437
984	-5998.150949
985	-5998.700105
986	-5999.028936
987	-5999.358509
988	-5999.909156
989	-6000.225024
990	-6000.777529
991	-6001.107355
992	-6001.656935
993	-6001.97368
994	-6002.30397
995	-6002.634981
996	-6002.966705
997	-6003.279489
998	-6003.611775
999	-6003.929555
1000	-6004.243931
1001	-6004.559179
1002	-6005.112149
1003	-6005.444503
1004	-6006.003189
1005	-6006.335994
1006	-6006.891585
1007	-6007.224857
1008	-6007.554456
1009	-6007.888225
1010	-6008.208726
1011	-6008.766403
1012	-6009.088004
1013	-6009.64734
1014	-6010.207923
1015	-6010.541414
1016	-6010.875568
1017	-6011.437344
1018	-6011.759285
1019	-6012.091998
1020	-6012.426222
1021	-6012.761094
1022	-6013.096607
1023	-6013.432752
1024	-6014.000944
1025	-6014.32353
1026	-6014.641669
1027	-6015.207274
1028	-6015.778661
1029	-6016.114263
1030	-6016.448139
1031	-6016.792801
1032	-6017.128601
1033	-6017.465016
1034	-6017.800257
1035	-6018.126656
1036	-6018.696038
1037	-6019.266571
1038	-6019.602625
1039	-6020.174242
1040	-6020.510643
1041	-6020.847646
1042	-6021.167585
1043	-6021.514871
1044	-6022.08822
1045	-6022.662674
1046	-6022.999251
1047	-6023.33642
1048	-6023.674173
1049	-6024.249528
1050	-6024.825965
1051	-6025.403467
1052	-6025.740986
1053	-6026.079085
1054	-6026.398468
1055	-6026.735182
1056	-6027.073286
1057	-6027.657066
1058	-6027.995432
1059	-6028.343143
1060	-6028.557585
1061	-6028.895925
1062	-6029.234819
1063	-6029.555013
1064	-6029.89415
1065	-6030.474774
1066	-6030.812423
1067	-6031.151504
1068	-6031.491122
1069	-6031.818659
1070	-6031.861044
1071	-6032.199371
1072	-6032.550366
1073	-6032.872857
1074	-6032.91803
1075	-6033.255239
1076	-6033.607591
1077	-6033.930848
1078	-6034.267937
1079	-6034.605554
1080	-6034.928558
1081	-6035.266341
1082	-6035.313029
1083	-6035.361474
1084	-6035.411661
1085	-6035.747407
1086	-6035.799023
1087	-6036.134449
1088	-6036.470396
1089	-6036.523128
1090	-6036.577567
1091	-6036.897298
1092	-6037.248862
1093	-6037.582967
1094	-6037.917588
1095	-6038.256496
1096	-6038.312948
1097	-6038.523251
1098	-6038.843865
1099	-6038.902133
1100	-6039.223063
1101	-6039.432895
1102	-6039.766099
1103	-6039.82586
1104	-6040.158743
1105	-6040.21985
1106	-6040.282596
1107	-6040.346966
1108	-6040.666174
1109	-6040.732397
1110	-6040.938665
1111	-6041.006371
1112	-6041.335734
1113	-6041.404724
1114	-6041.733801
1115	-6042.063395
1116	-6042.133359
1117	-6042.450336
1118	-6042.522098
1119	-6042.59541
1120	-6042.922738
1121	-6043.12571
1122	-6043.453995
1123	-6043.769916
1124	-6044.086464
1125	-6044.414456
1126	-6044.488756
1127	-6044.691394
1128	-6044.767126
1129	-6045.083087
1130	-6045.160559
1131	-6045.239538
1132	-6045.32001
1133	-6045.962382
1134	-6046.162121
1135	-6046.362579
1136	-6047.007314
1137	-6047.653964
1138	-6048.264254
1139	-6048.58899
1140	-6048.913583
1141	-6049.114032
1142	-6049.428715
1143	-6050.079361
1144	-6050.280898
1145	-6050.481357
1146	-6050.796409
1147	-6051.112026
1148	-6051.312707
1149	-6051.636918
1150	-6051.952519
1151	-6052.605015
1152	-6052.929022
1153	-6053.28268
1154	-6053.924239
1155	-6054.239915
1156	-6054.44026
1157	-6054.768867
1158	-6055.092177
1159	-6055.415975
1160	-6055.744388
1161	-6056.38768
1162	-6056.711292
1163	-6057.035382
1164	-6057.350335
1165	-6057.665802
1166	-6058.31088
1167	-6058.510474
1168	-6058.826025
1169	-6059.164825
1170	-6059.487506
1171	-6059.810658
1172	-6060.167788
1173	-6060.368508
1174	-6060.56797
1175	-6061.187127
1176	-6061.502769
1177	-6061.825044
1178	-6062.147779
1179	-6062.470969
1180	-6063.119147
1181	-6063.44253
1182	-6063.779834
1183	-6064.443277
1184	-6064.769761
1185	-6065.092253
1186	-6065.42068
1187	-6066.085516
1188	-6066.710427
1189	-6067.023802
1190	-6067.345029
1191	-6067.658286
1192	-6068.326008
1193	-6068.995336
1194	-6069.666255
1195	-6069.861274
1196	-6070.180947
1197	-6070.853111
1198	-6071.526842
1199	-6071.863325
1200	-6072.182095
1201	-6072.501312
1202	-6072.820969
1203	-6073.130721
1204	-6073.888878
1205	-6074.081462
1206	-6074.842096
1207	-6075.605531
1208	-6075.923367
1209	-6076.241644
1210	-6076.560356
1211	-6076.879496
1212	-6077.186575
1213	-6077.505576
1214	-6078.272864
1215	-6079.042911
1216	-6079.366524
1217	-6079.701052
1218	-6080.01833
1219	-6080.778779
1220	-6081.543922
1221	-6082.322509
1222	-6082.628223
1223	-6083.39862
1224	-6083.704434
1225	-6084.47517
1226	-6084.781044
1227	-6085.094736
1228	-6085.400426
1229	-6085.76089
1230	-6086.53652
1231	-6086.848878
1232	-6087.419481
1233	-6087.73173
1234	-6088.035836
1235	-6088.347938
1236	-6088.660488
1237	-6089.439441
1238	-6089.762335
1239	-6090.074199
1240	-6090.386508
1241	-6091.179319
1242	-6091.48119
1243	-6091.814331
1244	-6092.125231
1245	-6092.436577
1246	-6092.748363
1247	-6093.321018
1248	-6093.895514
1249	-6094.1945
1250	-6094.770328
1251	-6095.089332
1252	-6095.400137
1253	-6095.9751
1254	-6096.760131
1255	-6097.06778
1256	-6097.646702
1257	-6097.954221
1258	-6098.535007
1259	-6098.842384
1260	-6099.137
1261	-6099.432004
1262	-6099.748557
1263	-6100.054489
1264	-6100.842486
1265	-6101.137377
1266	-6101.442588
1267	-6102.233001
1268	-6102.538108
1269	-6102.843644
1270	-6103.149604
1271	-6103.729863
1272	-6104.311795
1273	-6104.895373
1274	-6105.185185
1275	-6105.76987
1276	-6106.356153
1277	-6106.945604
1278	-6107.248016
1279	-6107.534922
1280	-6107.82223
1281	-6108.615669
1282	-6109.204471
1283	-6110.00035
1284	-6110.16318
1285	-6110.449489
1286	-6110.748563
1287	-6111.546441
1288	-6112.346671
1289	-6112.63209
1290	-6112.94085
1291	-6113.239484
1292	-6113.536115
1293	-6113.822265
1294	-6114.624298
1295	-6114.620953
1296	-6114.917502
1297	-6115.506732
1298	-6115.791808
1299	-6115.790696
1300	-6116.076507
1301	-6116.362646
1302	-6116.649102
1303	-6116.817028
1304	-6116.818527
1305	-6117.105574
1306	-6117.691443
1307	-6117.855637
1308	-6117.97796
1309	-6118.26485
1310	-6118.851672
1311	-6118.999663
1312	-6119.588231
1313	-6119.898585
1314	-6119.89838
1315	-6120.064591
1316	-6120.351088
1317	-6120.673103
1318	-6120.960063
1319	-6120.962711
1320	-6121.546202
1321	-6121.551102
1322	-6121.838277
1323	-6121.846467
1324	-6122.159737
1325	-6122.483109
1326	-6122.839453
1327	-6122.788839
1328	-6122.73985
1329	-6122.890974
1330	-6122.901728
1331	-6123.072276
1332	-6123.651733
1333	-6123.94043
1334	-6124.52251
1335	-6124.692549
1336	-6124.703805
1337	-6124.87537
1338	-6125.048276
1339	-6125.353974
1340	-6125.306547
1341	-6125.632968
1342	-6125.923161
1343	-6126.213542
1344	-6126.322549
1345	-6126.3377
1346	-6126.356288
1347	-6126.647292
1348	-6126.899131
1349	-6127.25671
1350	-6127.278712
1351	-6127.451998
1352	-6127.626626
1353	-6127.802588
1354	-6128.092948
1355	-6128.383464
1356	-6128.494575
1357	-6129.068999
1358	-6129.358618
1359	-6129.535542
1360	-6129.862206
1361	-6129.884979
1362	-6130.124125
1363	-6130.237351
1364	-6130.262911
1365	-6130.29185
1366	-6130.408216
1367	-6130.771287
1368	-6131.134942
1369	-6131.089387
1370	-6131.121392
1371	-6131.156738
1372	-6131.337859
1373	-6131.376403
1374	-6131.73732
1375	-6131.779503
1376	-6132.057445
1377	-6132.102099
1378	-6132.282973
1379	-6132.330801
1380	-6132.381915
1381	-6132.70184
1382	-6133.028365
1383	-6133.145065
1384	-6133.530821
1385	-6133.821294
1386	-6133.940784
1387	-6133.995774
1388	-6134.118033
1389	-6134.383561
1390	-6134.508995
1391	-6134.567461
1392	-6134.62917
1393	-6134.694106
1394	-6134.984906
1395	-6135.138451
1396	-6135.429327
1397	-6135.750909
1398	-6135.878225
1399	-6135.945116
1400	-6136.08179
1401	-6136.214759
1402	-6136.544735
1403	-6136.91308
1404	-6137.097236
1405	-6137.166878
1406	-6137.458002
1407	-6137.530486
1408	-6137.606111
1409	-6137.68486
1410	-6137.819751
1411	-6137.901701
1412	-6138.193938
1413	-6138.278641
1414	-6138.688322
1415	-6139.10881
1416	-6139.19586
1417	-6139.285954
1418	-6139.473187
1419	-6139.491665
1420	-6139.783602
1421	-6140.107637
1422	-6140.399557
1423	-6140.691459
1424	-6140.782729
1425	-6141.10756
1426	-6141.243112
1427	-6141.568066
1428	-6141.661824
1429	-6141.987221
1430	-6142.296908
1431	-6142.392958
1432	-6142.49196
1433	-6142.593895
1434	-6142.555852
1435	-6142.692645
1436	-6142.797475
1437	-6142.829557
1438	-6142.936984
1439	-6143.047299
1440	-6143.160484
1441	-6143.350778
1442	-6143.594904
1443	-6143.733863
1444	-6143.924648
1445	-6144.216377
1446	-6144.331891
1447	-6144.657342
1448	-6144.949176
1449	-6145.066766
1450	-6145.259543
1451	-6145.551597
1452	-6145.745808
1453	-6145.886225
1454	-6146.006081
1455	-6146.128727
1456	-6146.271518
1457	-6146.467384
1458	-6146.65986
1459	-6146.829458
1460	-6146.802655
1461	-6146.927911
1462	-6147.219912
1463	-6147.347506
1464	-6147.493025
1465	-6147.623512
1466	-6147.756713
1467	-6147.948936
1468	-6148.084867
1469	-6148.377268
1470	-6148.423763
1471	-6148.476446
1472	-6148.535812
1473	-6148.824816
1474	-6149.038851
1475	-6149.235631
1476	-6149.372334
1477	-6149.499406
1478	-6149.564614
1479	-6149.703246
1480	-6149.84453
1481	-6149.99762
1482	-6150.0697
1483	-6150.213552
1484	-6150.519572
1485	-6150.59706
1486	-6150.795744
1487	-6150.941416
1488	-6150.991371
1489	-6151.278401
1490	-6151.583875
1491	-6151.870845
1492	-6152.017848
1493	-6152.218602
1494	-6152.368052
1495	-6152.520054
1496	-6152.674586
1497	-6152.83163
