Timestamp,Cohort,Model,N,Events,C_Index
2026-01-12 16:19:02,CHD,AORSF,570,115,0.439016
2026-01-12 16:19:37,CHD,RSF,570,115,0.427697
2026-01-12 16:19:53,CHD,CatBoost,570,115,0.563913
2026-01-12 16:19:53,CHD,CatBoost,570,115,0.579846
2026-01-12 16:19:53,CHD,XGBoost,570,115,0.452603
2026-01-12 16:19:53,CHD,XGBoost,570,115,0.466173
2026-01-12 16:19:54,CHD,AORSF,570,115,0.36336
2026-01-12 16:19:55,CHD,AORSF,570,115,0.386864
2026-01-12 16:20:02,CHD,CatBoost,570,115,0.583025
2026-01-12 16:20:03,CHD,XGBoost,570,115,0.441584
2026-01-12 16:20:04,CHD,AORSF,570,115,0.375748
2026-01-12 16:20:31,CHD,RSF,570,115,0.405818
2026-01-12 16:21:01,CHD,RSF,570,115,0.383302
2026-01-12 16:21:18,CHD,CatBoost,570,115,0.584597
2026-01-12 16:21:19,CHD,XGBoost,570,115,0.489197
2026-01-12 16:21:20,CHD,AORSF,570,115,0.394489
2026-01-12 16:21:31,CHD,RSF,570,115,0.389851
2026-01-12 16:21:50,CHD,RSF,570,115,0.47068
2026-01-12 16:22:08,CHD,CatBoost,570,115,0.589234
2026-01-12 16:22:09,CHD,XGBoost,570,115,0.471873
2026-01-12 16:22:10,CHD,AORSF,570,115,0.461593
2026-01-12 16:22:24,CHD,RSF,570,115,0.383509
2026-01-12 16:22:27,CHD,RSF,570,115,0.394472
2026-01-12 16:22:37,CHD,RSF,570,115,0.398655
2026-01-12 16:22:37,CHD,CatBoost,570,115,0.638031
2026-01-12 16:22:38,CHD,XGBoost,570,115,0.437907
2026-01-12 16:22:39,CHD,AORSF,570,115,0.356537
2026-01-12 16:23:04,CHD,CatBoost,570,115,0.601288
2026-01-12 16:23:05,CHD,XGBoost,570,115,0.472346
2026-01-12 16:23:06,CHD,AORSF,570,115,0.400852
