feature,importance,cohort,model,combined_importance,importance_xgb,combined_importance_norm
neuroth,0.1993340704563663,Myocardio,CatBoost,0.12298105885486385,0.0084515414526102,0.024368684310427012
dptxecho,0.2026312127435104,Myocardio,CatBoost,0.12211729961715491,0.0013464299276217,0.024197530505280604
pcage,0.2030711445876047,Myocardio,CatBoost,0.12184268675256281,0.0,0.024143115994077508
anxinj,0.1886821197428673,Myocardio,CatBoost,0.11320927184572038,0.0,0.02243240570791821
dmhdiab,0.1848827352069733,Myocardio,CatBoost,0.11150658198686941,0.0014423521567136,0.022095017885474168
lpacebiv,0.1636067126493937,Myocardio,CatBoost,0.10039625487221338,0.0055805682064429,0.01989350769712761
hxgiot,0.1630544497216916,Myocardio,CatBoost,0.09939661690167392,0.0039098676716474,0.019695429534883617
efindunk,0.1639683985781331,Myocardio,CatBoost,0.09838103914687986,0.0,0.019494192906009934
dhbsag,0.1639582607403219,Myocardio,CatBoost,0.09837495644419314,0.0,0.0194929876190909
ter_dx,0.1552759812711947,Myocardio,CatBoost,0.09570839651047731,0.0063570193694012,0.018964609039294793
hxprenat,0.1531224160123963,Myocardio,CatBoost,0.09255889283858694,0.0017136080778729,0.018340535206873145
hxotresp,0.1438638753754033,Myocardio,CatBoost,0.08685440255679706,0.0013401933288877,0.01721019103742759
slddpsc,0.1414625316742094,Myocardio,CatBoost,0.08487751900452564,0.0,0.0168184717625055
dhcab,0.137250667425927,Myocardio,CatBoost,0.0833889173318352,0.0025962921906975,0.016523505492385994
cancpro,0.1354063629590474,Myocardio,CatBoost,0.08230573224336776,0.0026547861698483,0.016308872477217566
lsdobut,0.1317925164605998,Myocardio,CatBoost,0.07921014393761475,0.000336585153137163,0.015695481969115258
txnitro,0.1283449680203723,Myocardio,CatBoost,0.07700698081222337,0.0,0.015258925419781948
lsnitrop,0.1253777850788681,Myocardio,CatBoost,0.07522667104732085,0.0,0.01490615722084426
lspalb_r,0.1221193726526521,Myocardio,CatBoost,0.0742734399879995,0.0025045409910206,0.014717274583340628
ttmaxvo2,0.1056716291952721,Myocardio,CatBoost,0.06340297751716326,0.0,0.012563293549783475
don_dob,0.1041851717628122,Myocardio,CatBoost,0.06301202014919519,0.0012522927287697,0.012485825387063451
txpge,0.1046320700029053,Myocardio,CatBoost,0.06277924200174317,0.0,0.012439700420808945
hbcab,0.1009198907524278,Myocardio,CatBoost,0.06155794401379468,0.002515023905845,0.012197700348648243
ttrmax,0.0910767700022715,Myocardio,CatBoost,0.0546460620013629,0.0,0.010828111630513641
tdsacomp,0.0907806619953259,Myocardio,CatBoost,0.05446839719719554,0.0,0.01079290736762843
lscstat,0.0798891081469614,Myocardio,CatBoost,0.04895198045537912,0.0025462889180057,0.00969982995100996
hxmalig,0.0680914389500039,Myocardio,CatBoost,0.04166794348472886,0.0020327002868163,0.008256498765735852
statlist,0.056412546000591,Myocardio,CatBoost,0.0350772894379522,0.003074404593994,0.0069505613363413194
hxmitty,0.0549343500763959,Myocardio,CatBoost,0.03296061004583754,0.0,0.0065311415299652694
dhiv,0.0531012736280225,Myocardio,CatBoost,0.03193836155885633,0.00019399345510707117,0.006328583096186817
hiscanc,0.0509773150385587,Myocardio,CatBoost,0.030586389023135218,0.0,0.006060689875668719
txnpruss,0.0479451647990578,Myocardio,CatBoost,0.028767098879434676,0.0,0.005700197718634762
fwma,0.0447390894799731,Myocardio,CatBoost,0.02698509027586217,0.0003540914696957835,0.005347092894987313
canlocpr,0.0353054983276104,Myocardio,CatBoost,0.02118329899656624,0.0,0.004197468542777083
dptxangi,0.0304948682663325,Myocardio,CatBoost,0.018541244953675082,0.0006108099846889575,0.003673945802756735
hxinsul,0.0301238546264095,Myocardio,CatBoost,0.0180743127758457,0.0,0.003581423239185927
canlocsp,0.0286690843247143,Myocardio,CatBoost,0.01720145059482858,0.0,0.003408465686748365
hxdiab,0.0272383422194372,Myocardio,CatBoost,0.01634300533166232,0.0,0.0032383648451173967
primels,0.0174967658244278,Myocardio,CatBoost,0.01049805949465668,0.0,0.0020801894216838732
dptxnorm,0.0170502107786524,Myocardio,CatBoost,0.01023012646719144,0.0,0.0020270985195284213
ptlt18,0.0158858364680341,Myocardio,CatBoost,0.009531501880820461,0.0,0.0018886661287578347
hgbvalue,0.0128637242046359,Myocardio,CatBoost,0.0077182345227815394,0.0,0.0015293673860904801
trireg,0.0109337901991747,Myocardio,CatBoost,0.006956973416528085,0.0009917482425581613,0.0013785235752725089
lsvaso,0.0104817608994217,Myocardio,CatBoost,0.00628905653965302,0.0,0.0012461759140169391
txfontp,0.0089152104352752,Myocardio,CatBoost,0.005349126261165119,0.0,0.0010599288248833631
lsfcpra,0.0,,,0.00128934248589524,0.0032233562147381,0.00025548308251177224
dmechod,0.0,,,0.0010024823197857201,0.0025062057994643,0.0001986417697579987
txinhosp,0.0,,,0.00093222964930296,0.0023305741232574,0.00018472121024338915
abseptmo,0.0,,,0.0008312700525518401,0.0020781751313796,0.00016471607641022282
slhosp,0.0,,,1.0263107550562037e-05,2.565776887640509e-05,2.0336337178456067e-06
