feature,importance,Cohort,Model
hxcpr,0.005656456711194554,CHD,XGBoost
"hxdysdiaDialysis, acute (within past 30 days)",0.005547802357803084,CHD,XGBoost
hxfail,0.005511840245462409,CHD,XGBoost
"hxdysdiaDysfunction, not dialysis",0.004601961495030527,CHD,XGBoost
slvad,0.004198326907896858,CHD,XGBoost
slecmo,0.004153367261024819,CHD,XGBoost
hlatxpre,0.004131012043506941,CHD,XGBoost
lsfcpraNot Done,0.0041151299692454915,CHD,XGBoost
hxrenins,0.0034277133378504826,CHD,XGBoost
hxsurg,0.0032591773028436493,CHD,XGBoost
hxtrach,0.0025576818567339516,CHD,XGBoost
hxdysdiaOther,7.849133057781735e-4,CHD,XGBoost
egfr_tx,0.11975365117355823,CHD,XGBoost_RF
bmi_txpl,0.11811374021022394,CHD,XGBoost_RF
txcreat_r,0.08173827956460425,CHD,XGBoost_RF
txsa_r,0.07837151419074902,CHD,XGBoost_RF
age_listing,0.06805466190482475,CHD,XGBoost_RF
txast,0.06793159234991857,CHD,XGBoost_RF
txalt,0.06011765842920458,CHD,XGBoost_RF
height_txpl,0.059624762646892954,CHD,XGBoost_RF
txtp_r,0.04735747097535218,CHD,XGBoost_RF
weight_txpl,0.047155936612453896,CHD,XGBoost_RF
age_txpl,0.045616245849165564,CHD,XGBoost_RF
txbili_t_r,0.04250368441328547,CHD,XGBoost_RF
slvent,0.035295796737050335,CHD,XGBoost_RF
txbili_d_r,0.025451903408474835,CHD,XGBoost_RF
txecmo,0.025078576815356725,CHD,XGBoost_RF
lsfprat,0.017764262154288533,CHD,XGBoost_RF
txpalb_r,0.007450255378112483,CHD,XGBoost_RF
txvad,0.0074103107981345045,CHD,XGBoost_RF
chd_hlh,0.006620716607178173,CHD,XGBoost_RF
txvent,0.006574694819016354,CHD,XGBoost_RF
hxcpr,0.004573096686648535,CHD,XGBoost_RF
txfcpraNot Done,0.0045561381715323425,CHD,XGBoost_RF
hxfail,0.0037972801517100595,CHD,XGBoost_RF
lsfcpraNot Done,0.002881572940139936,CHD,XGBoost_RF
hxshock,0.002758835823411356,CHD,XGBoost_RF
hxsurg,0.0025642411222436263,CHD,XGBoost_RF
donspac,0.0020295008884905932,CHD,XGBoost_RF
slvad,0.0017929322398248832,CHD,XGBoost_RF
hxrenins,0.0016652019446909113,CHD,XGBoost_RF
hlatxpre,0.0013932858019353794,CHD,XGBoost_RF
slnomcsd,0.0010554028182308292,CHD,XGBoost_RF
hxtrach,9.919870746080738e-4,CHD,XGBoost_RF
"hxdysdiaDialysis, acute (within past 30 days)",8.541990368580439e-4,CHD,XGBoost_RF
slecmo,7.318644368627644e-4,CHD,XGBoost_RF
"hxdysdiaDysfunction, not dialysis",6.833192641440768e-4,CHD,XGBoost_RF
hxdysdiaOther,1.7678833686053167e-4,CHD,XGBoost_RF
hxfonlvr,5.419785126594025e-5,CHD,XGBoost_RF
