feature,importance,cindex_td,cindex_ti
chd_hlh,0.0012995881626629642,0.7401820941512914,0.6274765217132574
cpbypass,0.0042062263561030745,0.7401820941512914,0.6274765217132574
hxple,5.25282739567267e-4,0.7401820941512914,0.6274765217132574
hxrenins,4.5943951489880243e-4,0.7401820941512914,0.6274765217132574
hxsurg,0.0020378679485104335,0.7401820941512914,0.6274765217132574
lbun_r,5.047376785023149e-4,0.7401820941512914,0.6274765217132574
lsbaosat,0.0013714032937691572,0.7401820941512914,0.6274765217132574
lsfprab,5.391930755519725e-4,0.7401820941512914,0.6274765217132574
lsfprat,6.299733461427268e-4,0.7401820941512914,0.6274765217132574
ltg_r,5.136278068258491e-4,0.7401820941512914,0.6274765217132574
primary_etiology,0.0027829055584024267,0.7401820941512914,0.6274765217132574
rec_t3,6.202817368003783e-4,0.7401820941512914,0.6274765217132574
sec_dx,6.182592374661848e-4,0.7401820941512914,0.6274765217132574
txaboinc,7.590425168720655e-4,0.7401820941512914,0.6274765217132574
txbaosat,6.113279093374481e-4,0.7401820941512914,0.6274765217132574
txbili_t_r,4.691921948207941e-4,0.7401820941512914,0.6274765217132574
txbun_r,7.853955319705417e-4,0.7401820941512914,0.6274765217132574
txecmo,0.0023755077078196256,0.7401820941512914,0.6274765217132574
txsa_r,5.684058276615506e-4,0.7401820941512914,0.6274765217132574
txvent,6.601414724959048e-4,0.7401820941512914,0.6274765217132574
