feature,importance,cindex_td,cindex_ti
age_listing,3.48751709041054,0.4861409988096322,0.48682585177690474
age_txpl,3.8141363058768887,0.4861409988096322,0.48682585177690474
cpbypass,2.9244969915660004,0.4861409988096322,0.48682585177690474
dhxnone,15.695226917478722,0.4861409988096322,0.48682585177690474
dmhothr,1.7846597261923693,0.4861409988096322,0.48682585177690474
donor_age,1.3826628949900857,0.4861409988096322,0.48682585177690474
dtoxo,9.347669812550693,0.4861409988096322,0.48682585177690474
height_donor,1.1101407532093015,0.4861409988096322,0.48682585177690474
height_listing,1.7069867585551683,0.4861409988096322,0.48682585177690474
height_txpl,2.449383941692202,0.4861409988096322,0.48682585177690474
lscstat,1.3674833935890385,0.4861409988096322,0.48682585177690474
lsdcd,4.97993304915801,0.4861409988096322,0.48682585177690474
lsldpt,1.2418627254390453,0.4861409988096322,0.48682585177690474
lstp_r,3.008260426340864,0.4861409988096322,0.48682585177690474
txdcd,7.224239671859955,0.4861409988096322,0.48682585177690474
txldpt,7.128215531036296,0.4861409988096322,0.48682585177690474
txnomcsd,2.800036404373471,0.4861409988096322,0.48682585177690474
weight_donor,1.403510595278919,0.4861409988096322,0.48682585177690474
weight_listing,1.8752692650468328,0.4861409988096322,0.48682585177690474
weight_txpl,2.3897954041125464,0.4861409988096322,0.48682585177690474
