feature,importance,cindex_td,cindex_ti
age_listing,6.7752434909250825,0.480362417740839,0.49349754556480707
age_txpl,5.597369978201245,0.480362417740839,0.49349754556480707
cpbypass,4.3209425070931236,0.480362417740839,0.49349754556480707
dhxnone,22.016925259613597,0.480362417740839,0.49349754556480707
donor_age,0.9346417327973882,0.480362417740839,0.49349754556480707
dtoxo,6.552609352694132,0.480362417740839,0.49349754556480707
height_donor,0.9555250926430544,0.480362417740839,0.49349754556480707
height_listing,1.964016316695469,0.480362417740839,0.49349754556480707
height_txpl,2.121940126396275,0.480362417740839,0.49349754556480707
lbun_r,1.1336956667272315,0.480362417740839,0.49349754556480707
lsdcd,2.0277574125220177,0.480362417740839,0.49349754556480707
lstp_r,0.8997931380202309,0.480362417740839,0.49349754556480707
txalt,0.9005922929227571,0.480362417740839,0.49349754556480707
txbili_t_r,0.7279140813264302,0.480362417740839,0.49349754556480707
txbun_r,0.6858928273276635,0.480362417740839,0.49349754556480707
txdcd,3.647193592953085,0.480362417740839,0.49349754556480707
txnomcsd,0.7130603729746551,0.480362417740839,0.49349754556480707
weight_donor,0.874334890719726,0.480362417740839,0.49349754556480707
weight_listing,2.3122501387623147,0.480362417740839,0.49349754556480707
weight_txpl,1.7370761826948111,0.480362417740839,0.49349754556480707
